Sat Jun 06 17:09:12 KST 2020	0	1
Sat Jun 06 18:33:41 KST 2020	0	0
Sat Jun 06 18:39:53 KST 2020	0	0
Sat Jun 06 18:42:04 KST 2020	0	0
Sat Jun 06 18:43:15 KST 2020	0	0
Sat Jun 06 18:50:11 KST 2020	0	0
Sat Jun 06 18:58:57 KST 2020	0	0
Sat Jun 06 18:56:55 KST 2020	0	0
Sat Jun 06 18:59:33 KST 2020	0	3
